loops.thisTrialN,loops.stepSize,loops.intensity,fixation.started,fixation.stopped,grating.started,key_resp.started,grating.stopped,corrAns,tilt,key_resp.corr,loops.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
119,0.5,2.5,172.10442309989594,172.60530880000442,172.60530880000442,172.60530880000442,172.90509569994174,left,-2.5,1,1,0.9540669999551028,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
120,0.5,2.5,173.58776400005445,174.08787190006115,174.08787190006115,174.08787190006115,174.38832690007985,right,2.5,1,1,0.8075981999281794,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
121,0.5,2.0,174.9219799998682,175.42182149994187,175.42182149994187,175.42182149994187,175.72153099998832,right,2.0,1,1,0.5966394001152366,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
122,0.5,2.0,176.03738959995098,176.5384489998687,176.5384489998687,176.5384489998687,176.83809179998934,right,2.0,1,1,0.5761345999781042,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
123,0.5,2.0,177.13806140003726,177.6379076000303,177.6379076000303,177.6379076000303,177.93810889986344,left,-2.0,1,1,0.56208990002051,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
124,0.5,1.5,178.2215801998973,178.72117680008523,178.72117680008523,178.72117680008523,179.02133619994856,right,1.5,1,1,1.6178325999062508,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
125,0.5,1.5,180.37106839986518,180.87105010007508,180.87105010007508,180.87105010007508,181.1712304998655,left,-1.5,1,1,0.6014243999961764,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
126,0.5,1.5,181.5041239000857,182.00458039995283,181.98762959986925,181.98762959986925,182.28786520007998,left,-1.5,1,1,0.7280406001955271,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
127,0.5,1.0,182.73767619999126,183.23773190006614,183.23773190006614,183.23773190006614,183.53764620004222,right,1.0,0,0,1.3327219001948833,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
128,0.5,1.5,184.5874006000813,185.08728410000913,185.08728410000913,185.08728410000913,185.38764650002122,right,1.5,1,1,0.5294568999670446,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
129,0.5,1.5,185.63740530004725,186.13725499995053,186.12042679986916,186.12042679986916,186.42080940003507,right,1.5,1,1,0.6142130999360234,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
130,0.5,1.5,186.75398829998448,187.2536237000022,187.2536237000022,187.2536237000022,187.5682480998803,right,1.5,1,1,0.5488903999794275,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
131,0.5,1.0,187.82032820000313,188.32037169998512,188.32037169998512,188.32037169998512,188.62065459997393,left,-1.0,1,1,0.4246293001342565,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
132,0.5,1.0,188.77098000003025,189.27032770006917,189.27032770006917,189.27032770006917,189.57044530007988,left,-1.0,1,1,0.6468834998086095,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
133,0.5,1.0,189.93700150004588,190.43729669996537,190.43729669996537,190.43729669996537,190.73719289992005,right,1.0,0,0,0.7608471000567079,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
134,0.5,1.5,191.22004480008036,191.72069139988162,191.70374109991826,191.70374109991826,192.00392649997957,left,-1.5,1,1,0.6269723000004888,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
135,0.5,1.5,192.3538975000847,192.85382479988039,192.85382479988039,192.85382479988039,193.15370579995215,right,1.5,1,1,0.46984350006096065,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
136,0.5,1.5,193.35416730004363,193.85359150008298,193.83726529986598,193.83726529986598,194.13680609990843,left,-1.5,1,1,0.5741485999897122,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
137,0.5,1.0,194.43625380005687,194.93702639988624,194.93702639988624,194.93702639988624,195.2369391999673,right,1.0,1,1,0.6919779998715967,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
138,0.5,1.0,195.65347289992496,196.15353400004096,196.15353400004096,196.15353400004096,196.4536029000301,right,1.0,1,1,0.6553987998049706,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
139,0.5,1.0,196.83636289997958,197.33688870002516,197.33688870002516,197.33688870002516,197.63664869987406,left,-1.0,1,1,0.7090346999466419,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
140,0.5,0.5,198.07030389993452,198.56994899990968,198.56994899990968,198.56994899990968,198.8701621000655,right,0.5,1,1,0.9392268999945372,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
141,0.5,0.5,199.5368200999219,200.03664069995284,200.0201937998645,200.0201937998645,200.32002099999227,left,-0.5,1,1,0.5948648999910802,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
142,0.5,0.5,200.6368167998735,201.13646559999324,201.13646559999324,201.13646559999324,201.43641950003803,right,0.5,1,1,0.7404771000146866,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
143,0.5,0.0,201.9031154999975,202.40320559986867,202.40320559986867,202.40320559986867,202.70307599985972,left,-0.0,1,1,0.6323925999458879,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
144,0.5,0.0,203.05312830000184,203.5530441000592,203.5530441000592,203.5530441000592,203.85304880002514,left,-0.0,0,0,0.45247239992022514,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
145,0.5,0.5,204.0358257999178,204.5360771000851,204.5360771000851,204.5360771000851,204.83642639988102,left,-0.5,1,1,0.48265299992635846,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
146,0.5,0.5,205.03571809991263,205.53538200003095,205.53538200003095,205.53538200003095,205.83616010006517,right,0.5,1,1,0.5616560000926256,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
147,0.5,0.5,206.11929729999974,206.6192250000313,206.60254530003294,206.60254530003294,206.90281779994257,right,0.5,1,1,0.8234157999977469,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
148,0.5,0.0,207.45214059995487,207.95276120002382,207.95276120002382,207.95276120002382,208.25293130008504,left,-0.0,1,1,0.7853093000594527,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
149,0.5,0.0,208.76913039991632,209.26895759999752,209.26895759999752,209.26895759999752,209.56969540007412,left,-0.0,0,0,0.6766307998914272,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
150,0.5,0.5,209.9692937999498,210.46959170000628,210.46959170000628,210.46959170000628,210.76925270003267,right,0.5,1,1,0.8467693000566214,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
151,0.5,0.5,211.33575319987722,211.83594470005482,211.83594470005482,211.83594470005482,212.13570329989307,left,-0.5,1,1,1.1483372000511736,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
152,0.5,0.5,213.0025875000283,213.5022833000403,213.5022833000403,213.5022833000403,213.80245499988087,left,-0.5,1,1,0.8269517000298947,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
153,0.5,0.0,214.35238529997878,214.85220950003713,214.85220950003713,214.85220950003713,215.15251359995455,left,-0.0,1,1,0.6528194001875818,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
154,0.5,0.0,215.53474549995735,216.03556149988435,216.03556149988435,216.03556149988435,216.33538289996795,left,-0.0,1,1,0.6071358998306096,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
155,0.5,0.0,216.66835290007293,217.1686986000277,217.1686986000277,217.1686986000277,217.46894349996,right,0.0,1,1,0.9009387998376042,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
156,0.5,0.0,218.1017211000435,218.60220579989254,218.60220579989254,218.60220579989254,218.90172480000183,left,-0.0,0,0,0.7755386000499129,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
157,0.5,0.5,219.4015166000463,219.90195499989204,219.90195499989204,219.90195499989204,220.20213399990462,right,0.5,1,1,1.0103265000507236,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
158,0.5,0.5,220.93536569993012,221.43513359990902,221.41833989997394,221.41833989997394,221.7187496998813,left,-0.5,1,1,1.079404299845919,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
159,0.5,0.5,222.51794719998725,223.01843339996412,223.00178559985943,223.00178559985943,223.30183429992758,left,-0.5,1,1,0.6356722998898476,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
160,0.5,0.0,223.66864950000308,224.1684306000825,224.1684306000825,224.1684306000825,224.46845229994506,left,-0.0,0,0,0.5667738001793623,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
161,0.5,0.5,224.75190440006554,225.25160599988885,225.25160599988885,225.25160599988885,225.55190659989603,left,-0.5,0,0,0.7451889000367373,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
162,0.5,1.0,226.01839250000194,226.51777180004865,226.51777180004865,226.51777180004865,226.81821639998816,left,-1.0,1,1,1.5263453000225127,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
163,0.5,1.0,228.06814759992994,228.56831600004807,228.56831600004807,228.56831600004807,228.86793499998748,right,1.0,0,0,1.4251645000185817,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
164,0.5,1.5,230.01794170006178,230.5176136000082,230.500893099932,230.500893099932,230.80148559994996,right,1.5,0,0,1.500271099852398,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
165,0.5,2.0,232.01777349994518,232.5179427000694,232.5179427000694,232.5179427000694,232.81795499986038,left,-2.0,1,1,0.6714341999031603,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
166,0.5,2.0,233.2174851000309,233.7178702999372,233.7178702999372,233.7178702999372,234.0179200998973,right,2.0,1,1,0.7258446000050753,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
167,0.5,2.0,234.46648319996893,234.96735269995406,234.95077120000497,234.95077120000497,235.25060399994254,left,-2.0,1,1,0.7614521000068635,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
168,0.5,1.5,235.73509879992343,236.23459680005908,236.23459680005908,236.23459680005908,236.5344074999448,left,-1.5,1,1,0.6412551999092102,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
169,0.5,1.5,236.90055319992825,237.40082129999064,237.3840147999581,237.3840147999581,237.68432009988464,left,-1.5,1,1,0.67801050003618,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
170,0.5,1.5,238.08375780005008,238.58412240003236,238.5676585000474,238.5676585000474,238.86750809988007,left,-1.5,1,1,0.8888326999731362,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
171,0.5,1.0,239.48388329986483,239.9839649000205,239.96763259987347,239.96763259987347,240.26757929986343,right,1.0,0,0,1.1088992999866605,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
172,0.5,1.5,241.10049490001984,241.60040539992042,241.60040539992042,241.60040539992042,241.9007129999809,left,-1.5,1,1,0.6999693000689149,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
173,0.5,1.5,242.31688959989697,242.81667009997182,242.81667009997182,242.81667009997182,243.1174633000046,right,1.5,0,0,1.130698800086975,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
174,0.5,2.0,243.96665159985423,244.46720659988932,244.45087839988992,244.45087839988992,244.750491600018,left,-2.0,1,1,0.7664791999850422,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
175,0.5,2.0,245.2339486000128,245.73636780004017,245.71667929994874,245.71667929994874,246.01722000003792,right,2.0,1,1,0.530405999859795,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
176,0.5,2.0,246.2667908000294,246.76691249990836,246.74996879999526,246.74996879999526,247.05038219993003,right,2.0,1,1,0.47945640003308654,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
177,0.5,1.5,247.24978339998052,247.74998429999687,247.74998429999687,247.74998429999687,248.05056959996,right,1.5,1,1,0.6860765002202243,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
178,0.5,1.5,248.46739719994366,248.9668992999941,248.9668992999941,248.9668992999941,249.26699889986776,right,1.5,1,1,0.4320588998962194,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
179,0.5,1.5,249.41689079999924,249.91649800003506,249.8996828000527,249.8996828000527,250.2001040999312,left,-1.5,1,1,0.5126231999602169,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
180,0.5,1.0,250.43339559994638,250.93325680005364,250.91640129988082,250.91640129988082,251.21686560008675,right,1.0,1,1,0.5943422000855207,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
181,0.5,1.0,251.53344179992564,252.0334286999423,252.0334286999423,252.0334286999423,252.33333309995942,left,-1.0,0,0,1.1083539999090135,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
182,0.5,1.5,253.1660907000769,253.66654039989226,253.6498632999137,253.6498632999137,253.94977750000544,right,1.5,1,1,0.6478114000055939,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
183,0.5,1.5,254.31639539985918,254.81655490002595,254.81655490002595,254.81655490002595,255.11639550002292,left,-1.5,1,1,0.5847874998580664,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
184,0.5,1.5,255.43322509992868,255.9329261998646,255.9329261998646,255.9329261998646,256.23319100006483,right,1.5,1,1,0.9290243000723422,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
185,0.5,1.0,256.882479300024,257.3828259999864,257.3665948000271,257.3665948000271,257.66648059990257,left,-1.0,1,1,0.7812693999148905,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
186,0.5,1.0,258.16630419995636,258.6661461999174,258.6661461999174,258.6661461999174,258.96624179999344,right,1.0,1,1,0.7745898000430316,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
187,0.5,1.0,259.46594939986244,259.9660515000578,259.9660515000578,259.9660515000578,260.2662189998664,right,1.0,1,1,1.5000412999652326,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
188,0.5,0.5,261.4828355999198,261.9823920999188,261.9823920999188,261.9823920999188,262.2828488999512,right,0.5,1,1,0.6228239999618381,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
189,0.5,0.5,262.63225629995577,263.1324702000711,263.1324702000711,263.1324702000711,263.4328695998993,right,0.5,1,1,0.3936743000522256,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
190,0.5,0.5,263.549049400026,264.04905000003055,264.0323010000866,264.0323010000866,264.33260939992033,left,-0.5,1,1,0.6220754000823945,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
191,0.5,0.0,264.6819038998801,265.1826100999024,265.1826100999024,265.1826100999024,265.4822098000441,left,-0.0,1,1,0.7544168999884278,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
192,0.5,0.0,265.9650530999061,266.4657628000714,266.4488556999713,266.4488556999713,266.74889150005765,right,0.0,0,0,0.6884123999625444,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
193,0.5,0.5,267.165255199885,267.6658504998777,267.6490587000735,267.6490587000735,267.94833449996077,left,-0.5,1,1,0.5614345998037606,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
194,0.5,0.5,268.2322698000353,268.7325359999668,268.7325359999668,268.7325359999668,269.03248360008,right,0.5,0,0,0.6054535999428481,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
195,0.5,1.0,269.3652283998672,269.8656730998773,269.8484550998546,269.8484550998546,270.14881299994886,right,1.0,1,1,0.6584274999331683,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
196,0.5,1.0,270.53184830001555,271.03173929988407,271.0153858999256,271.0153858999256,271.31545739993453,left,-1.0,1,1,0.8543884998653084,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
197,0.5,1.0,271.89841899997555,272.39862279989757,272.39862279989757,272.39862279989757,272.6990401998628,left,-1.0,1,1,0.6064495998434722,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
198,0.5,0.5,273.03222270007245,273.53219579998404,273.53219579998404,273.53219579998404,273.83199899992906,left,-0.5,1,1,0.9260501998942345,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
199,0.5,0.5,274.48200469999574,274.9814365999773,274.9814365999773,274.9814365999773,275.2820452998858,left,-0.5,1,1,0.724503800040111,0001,001,2023-09-05_23h54.05.927,staircase,2023.1.3,60.018461679647615,
